"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Georgia","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","10","24,613","5,759","293"
"Georgia","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","9","65,900","16,630","659"
"Georgia","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","4","82,160","20,832","607"
"Georgia","541511","Custom computer programming services","Non-profit","All establishments","2019","5","3,617","1,060","45"
"Georgia","541511","Custom computer programming services","Non-profit","Establishments with less than 5 employees","2019","3","741","267","8"
"Hawaii","541511","Custom computer programming services","All establishments","All establishments","2019","137","75,890","18,203","952"
"Hawaii","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","109","10,850","2,406","156"
"Hawaii","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","12","4,942","1,228","75"
"Hawaii","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","6","5,624","1,403","81"
"Hawaii","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","3","6,650","1,567","87"
"Hawaii","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","6","35,640","8,599","385"
"Hawaii","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","44","50,147","11,958","637"
"Hawaii","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","25","3,888","925","47"
"Hawaii","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","8","3,508","825","51"
"Hawaii","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","3","2,727","612","38"
"Hawaii","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","3","6,650","1,567","87"
"Hawaii","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","4","21,190","5,029","246"
"Hawaii","541511","Custom computer programming services","S-corporations ","All establishments","2019","78","9,468","2,177","134"
"Hawaii","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","74","6,497","1,368","96"
"Hawaii","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","7","1,310","328","29"
"Hawaii","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","5","288","69","6"
"Hawaii","541511","Custom computer programming services","Partnerships","All establishments","2019","6","4,809","1,258","64"
"Hawaii","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","4","176","43","6"
"Idaho","541511","Custom computer programming services","All establishments","All establishments","2019","293","150,141","34,881","2,548"
"Idaho","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","227","27,040","3,761","297"
"Idaho","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","27","13,115","3,230","170"
"Idaho","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","20","17,648","3,940","271"
"Idaho","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","11","25,376","6,531","329"
"Idaho","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","4","21,643","4,702","248"
"Idaho","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","3","23,236","6,106","481"
"Idaho","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","64","96,357","24,852","1,796"
"Idaho","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","35","5,188","1,208","60"
"Idaho","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","9","5,650","1,444","57"
"Idaho","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","6","7,123","1,461","86"
"Idaho","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","8","20,692","4,707","244"
"Idaho","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","3","23,236","6,106","481"
"Idaho","541511","Custom computer programming services","S-corporations ","All establishments","2019","190","37,002","6,259","480"
"Idaho","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","159","19,120","2,024","187"
"Idaho","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","17","7,357","1,756","108"
"Idaho","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","14","10,525","2,479","185"
"Idaho","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","18","7,574","844","102"
"Idaho","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","16","774","167","21"
"Idaho","541511","Custom computer programming services","Partnerships","All establishments","2019","21","9,208","2,926","170"
"Idaho","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","17","1,958","362","29"
"Illinois","541511","Custom computer programming services","All establishments","All establishments","2019","2,937","3,981,500","1,024,006","39,992"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","2,167","235,343","42,249","2,743"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","255","153,282","36,436","1,746"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","182","218,105","52,742","2,442"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","192","569,167","141,388","5,988"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","68","493,609","129,633","4,585"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","50","795,211","213,564","6,873"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","16","572,181","157,183","5,376"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2019","4","269,441","70,983","2,590"
"Illinois","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2019","3","675,161","179,828","7,649"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","614","2,240,874","605,616","21,777"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","357","61,279","10,135","540"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","68","48,692","12,248","469"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","48","67,257","16,712","644"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","71","233,816","61,292","2,419"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","29","229,476","67,386","1,945"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","28","503,949","143,465","3,930"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","7","249,061","73,001","2,332"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 500 to 999 employees","2019","3","172,183","41,549","1,849"
"Illinois","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 1,000 employees or more","2019","3","675,161","179,828","7,649"
"Illinois","541511","Custom computer programming services","S-corporations ","All establishments","2019","2,009","1,091,282","252,898","12,646"
"Illinois","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","1,629","139,750","27,264","1,927"
"Illinois","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","145","80,882","18,556","981"
"Illinois","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","99","107,350","24,931","1,342"
"Illinois","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","89","241,873","57,033","2,650"
"Illinois","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","30","187,253","42,798","2,014"
"Illinois","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","10","123,960","30,112","1,476"
"Illinois","541511","Custom computer programming services","S-corporations ","Establishments with 250 to 499 employees","2019","7","210,214","52,204","2,256"
"Illinois","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","70","113,579","31,904","939"
"Illinois","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","52","15,945","1,142","74"
"Illinois","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","8","2,545","606","56"
"Illinois","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2019","4","10,381","2,777","119"
"Illinois","541511","Custom computer programming services","Partnerships","All establishments","2019","240","528,680","131,981","4,491"
"Illinois","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","127","18,173","3,669","200"
"Illinois","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","34","21,163","5,026","240"
"Illinois","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","33","41,487","10,340","431"
"Illinois","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","27","80,131","19,524","766"
"Illinois","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","7","52,195","13,913","452"
"Illinois","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","10","150,687","36,328","1,260"
"Illinois","541511","Custom computer programming services","Non-profit","All establishments","2019","4","7,085","1,607","139"
"Indiana","541511","Custom computer programming services","All establishments","All establishments","2019","760","909,465","234,145","12,344"
"Indiana","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","539","45,991","9,836","722"
"Indiana","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","90","38,831","9,196","563"
"Indiana","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","48","42,401","9,793","600"
"Indiana","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","47","119,538","30,692","1,454"
"Indiana","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","13","85,702","22,179","967"
"Indiana","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","16","213,630","55,788","2,308"
"Indiana","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","4","93,219","25,047","1,308"
"Indiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","127","415,877","115,421","4,816"
"Indiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","68","8,710","1,887","93"
"Indiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","20","11,470","2,741","127"
"Indiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","8","7,217","1,648","89"
"Indiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","15","39,787","10,963","443"
"Indiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","4","21,850","6,373","288"
"Indiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","6","75,974","22,021","898"
"Indiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","4","93,219","25,047","1,308"
"Indiana","541511","Custom computer programming services","S-corporations ","All establishments","2019","546","292,550","70,031","3,652"
"Indiana","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","419","32,926","7,062","549"
"Indiana","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","56","21,547","5,013","342"
"Indiana","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","31","28,857","6,553","405"
"Indiana","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","26","68,350","16,955","843"
"Indiana","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","8","54,040","12,807","597"
"Indiana","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","6","86,830","21,641","916"
"Indiana","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","26","127,112","30,967","3,023"
"Indiana","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","19","1,134","230","22"
"Indiana","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2019","4","2,443","601","45"
"Indiana","541511","Custom computer programming services","Partnerships","All establishments","2019","61","73,926","17,726","853"
"Indiana","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","33","3,221","657","58"
"Indiana","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","14","5,814","1,442","94"
"Indiana","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","5","3,884","991","61"
"Indiana","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","5","10,181","2,510","146"
"Indiana","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","4","50,826","12,126","494"
"Iowa","541511","Custom computer programming services","All establishments","All establishments","2019","423","600,157","141,527","7,997"
"Iowa","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","307","30,527","5,390","389"
"Iowa","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","38","16,299","4,014","256"
"Iowa","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","22","21,257","5,290","303"
"Iowa","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","29","61,833","15,587","807"
"Iowa","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","16","90,666","20,918","1,126"
"Iowa","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","7","124,117","30,832","1,365"
"Iowa","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","93","404,017","96,588","5,218"
"Iowa","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","52","7,803","1,076","71"
"Iowa","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","11","5,196","1,599","74"
"Iowa","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","7","8,972","2,313","111"
"Iowa","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","11","27,060","7,181","337"
"Iowa","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","4","27,743","5,612","240"
"Iowa","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","5","88,284","21,782","1,012"
"Iowa","541511","Custom computer programming services","S-corporations ","All establishments","2019","279","173,758","39,686","2,462"
"Iowa","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","217","21,387","4,043","286"
"Iowa","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","25","10,140","2,235","168"
"Iowa","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","8","6,189","1,429","97"
"Iowa","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","15","28,395","6,816","401"
"Iowa","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","11","55,315","13,642","779"
"Iowa","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","22","7,482","2,035","101"
"Iowa","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","17","498","129","16"
"Iowa","541511","Custom computer programming services","Partnerships","All establishments","2019","28","14,821","3,187","215"
"Iowa","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","20","760","111","15"
"Iowa","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","5","4,086","988","64"
"Kansas","541511","Custom computer programming services","All establishments","All establishments","2019","420","567,718","129,484","6,571"
"Kansas","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","285","25,854","5,345","392"
"Kansas","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","47","23,761","5,510","325"
"Kansas","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","42","36,519","8,792","518"
"Kansas","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","23","50,560","12,824","639"
"Kansas","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","10","70,572","17,738","701"
"Kansas","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","9","102,651","24,876","1,458"
"Kansas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","97","275,781","66,304","3,287"
"Kansas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","54","7,098","1,692","91"
"Kansas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","14","10,288","2,324","105"
"Kansas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","9","8,386","1,970","119"
"Kansas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","7","16,069","4,402","198"
"Kansas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","5","31,678","8,086","336"
"Kansas","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","5","58,767","16,062","866"
"Kansas","541511","Custom computer programming services","S-corporations ","All establishments","2019","244","119,581","27,588","1,635"
"Kansas","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","184","14,412","2,980","231"
"Kansas","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","22","8,474","2,097","151"
"Kansas","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","20","19,750","4,561","247"
"Kansas","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","11","21,567","5,320","293"
"Kansas","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","5","38,894","9,652","365"
"Kansas","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","19","24,836","5,709","239"
"Kansas","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","12","1,308","163","16"
"Kansas","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2019","4","2,811","920","44"
"Kansas","541511","Custom computer programming services","Partnerships","All establishments","2019","60","147,520","29,883","1,410"
"Kansas","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","35","3,036","510","54"
"Kansas","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","10","4,234","885","63"
"Kansas","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","9","5,572","1,341","108"
"Kansas","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","4","10,183","2,439","121"
"Kentucky","541511","Custom computer programming services","All establishments","All establishments","2019","384","381,802","91,191","4,727"
"Kentucky","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","266","24,709","4,782","390"
"Kentucky","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","43","22,951","5,361","284"
"Kentucky","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","37","31,286","7,756","500"
"Kentucky","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","18","50,455","12,707","614"
"Kentucky","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","14","92,685","24,218","963"
"Kentucky","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","4","54,241","12,807","686"
"Kentucky","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","88","176,097","44,338","1,987"
"Kentucky","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","49","6,627","1,278","73"
"Kentucky","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","10","6,437","1,642","61"
"Kentucky","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","7","6,399","1,606","94"
"Kentucky","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","8","20,417","5,963","255"
"Kentucky","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","12","80,410","21,182","835"
"Kentucky","541511","Custom computer programming services","S-corporations ","All establishments","2019","242","174,390","39,099","2,353"
"Kentucky","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","181","14,425","2,828","265"
"Kentucky","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","27","13,069","2,976","178"
"Kentucky","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","23","19,558","4,740","309"
"Kentucky","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","6","17,917","3,591","229"
"Kentucky","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","3","41,995","9,608","555"
"Kentucky","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","14","5,531","1,556","84"
"Kentucky","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","11","817","259","14"
"Kentucky","541511","Custom computer programming services","Partnerships","All establishments","2019","39","25,764","6,193","298"
"Kentucky","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","24","2,820","412","33"
"Kentucky","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","5","2,517","525","35"
"Kentucky","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","6","4,759","1,226","84"
"Kentucky","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","3","8,905","2,258","83"
"Louisiana","541511","Custom computer programming services","All establishments","All establishments","2019","351","222,003","50,438","2,773"
"Louisiana","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","238","21,735","4,449","336"
"Louisiana","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","48","21,530","4,984","327"
"Louisiana","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","31","27,789","6,550","408"
"Louisiana","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","25","54,567","12,990","729"
"Louisiana","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","5","33,126","7,031","340"
"Louisiana","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","4","63,256","14,434","633"
"Louisiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","82","95,571","21,104","1,059"
"Louisiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","52","4,391","1,006","76"
"Louisiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","8","5,622","1,274","58"
"Louisiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","9","9,333","2,224","123"
"Louisiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","7","20,154","4,801","230"
"Louisiana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","4","28,481","5,870","294"
"Louisiana","541511","Custom computer programming services","S-corporations ","All establishments","2019","203","94,521","21,744","1,255"
"Louisiana","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","145","11,985","2,388","189"
"Louisiana","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","28","12,443","2,953","190"
"Louisiana","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","17","13,738","3,248","214"
"Louisiana","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","11","20,689","4,650","307"
"Louisiana","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","19","3,331","795","84"
"Louisiana","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","14","1,494","276","20"
"Louisiana","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","3","408","110","16"
"Louisiana","541511","Custom computer programming services","Partnerships","All establishments","2019","47","28,580","6,795","375"
"Louisiana","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","27","3,865","779","51"
"Louisiana","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","9","3,057","647","63"
"Louisiana","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","4","3,593","781","54"
"Louisiana","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","6","13,420","3,427","161"
"Maine","541511","Custom computer programming services","All establishments","All establishments","2019","199","186,653","47,045","1,793"
"Maine","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","153","17,094","4,127","214"
"Maine","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","19","9,341","2,207","133"
"Maine","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","12","13,074","2,929","162"
"Maine","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","10","24,003","5,682","269"
"Maine","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","51","140,612","36,625","1,211"
"Maine","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","34","8,558","2,286","60"
"Maine","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","5","3,235","825","40"
"Maine","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","3","3,096","759","42"
"Maine","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","6","12,590","3,303","158"
"Maine","541511","Custom computer programming services","S-corporations ","All establishments","2019","132","27,624","6,390","383"
"Maine","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","111","7,588","1,619","140"
"Maine","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","13","6,103","1,381","87"
"Maine","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","6","4,272","1,026","72"
"Maine","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","3","1,854","491","24"
"Maine","541511","Custom computer programming services","Partnerships","All establishments","2019","12","16,521","3,531","171"
"Maine","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","5","817","207","9"
"Maine","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","3","5,706","1,144","48"
"Maryland","541511","Custom computer programming services","All establishments","All establishments","2019","1,907","3,343,601","789,064","30,435"
"Maryland","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","1,258","175,541","35,085","1,779"
"Maryland","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","185","132,885","32,285","1,261"
"Maryland","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","170","257,434","60,508","2,299"
"Maryland","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","159","560,144","133,042","4,872"
"Maryland","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","69","589,259","140,104","5,098"
